category,sample_id,seed,width,depth,height,time_seconds,success,error
bed,0342,2,0.8221616267316716,0.6403713677828322,0.4489974858747673,33.478963136672974,True,
bed,0342,4,0.8027765752848188,0.639310638228545,0.4063094627497881,31.553241968154907,True,
bed,0262,1,0.5434837796591696,0.8978750440383511,0.43251314426528054,25.416251182556152,True,
bed,0262,3,0.5283985884725348,0.9000927648084147,0.4368294881355881,25.027421951293945,True,
bed,0262,5,0.5511897844680587,0.8864420330880771,0.4502495445001937,24.606014728546143,True,
bed,0961,2,1.063815003849423,0.6727323378707417,1.1125512608637798,20.96489691734314,True,
bed,0961,4,1.0673344326333538,0.46533996272082745,1.121960671282157,20.871140003204346,True,
bed,0025,1,1.0810112639635896,1.0008380061070512,0.5229976946431301,63.27814769744873,True,
bed,0025,3,1.0976709108512217,1.1196331709361464,0.4387478914750731,60.12568926811218,True,
bed,0025,5,1.0768838479349592,0.9384587807045489,0.5145301794838586,61.87048864364624,True,
bed,0187,2,0.7148212041166405,0.7874127352235885,0.25051852604985964,30.54185700416565,True,
bed,0187,4,0.7400532523083716,0.805522243616307,0.23465426419279678,30.16544008255005,True,
bed,0887,1,0.6382241786738145,0.867049512436759,0.409212393064397,25.521160125732422,True,
bed,0887,3,0.6721895898618405,0.8599924096608891,0.40459591684970553,27.265333890914917,True,
bed,0887,5,0.6257367022263043,0.844734482328652,0.3824512405465144,25.781405925750732,True,
bed,0749,2,0.5885328542514585,0.8525714437475169,0.39923783278396285,35.09928345680237,True,
bed,0749,4,0.5962925208758569,0.8576408172019716,0.3962790133720608,37.05021405220032,True,
bed,0362,1,0.6394782607866256,0.8344222857931826,0.5159356541141795,24.663504123687744,True,
bed,0362,3,0.6565322810767985,0.8677299834074053,0.48769202490581764,24.017691373825073,True,
bed,0362,5,0.67007261351598,0.8992347606451803,0.5043775964959969,22.32487177848816,True,
sofa,1506,2,1.004395882781028,0.4217198943844451,0.4253539966340417,24.30968928337097,True,
sofa,1506,4,0.9986910504739854,0.4383916900735708,0.43081591998860713,25.32494807243347,True,
sofa,0525,1,0.962891640250304,0.5224989198315472,0.5013424585032812,29.548834562301636,True,
sofa,0525,3,0.9773480317674397,0.5325482597824844,0.48076253881024966,27.658650159835815,True,
sofa,0525,5,0.959644465821655,0.5452623108451844,0.49553344889798834,28.16567897796631,True,
sofa,1609,2,0.9417963291290818,0.41631871412103394,0.47511319222569703,28.282159566879272,True,
sofa,1609,4,0.951182868523373,0.4248771882087973,0.4854854460046386,28.46555995941162,True,
sofa,0446,1,1.0005407410823324,0.45973864026519007,0.44252448687845686,25.069865465164185,True,
sofa,0446,3,0.9986501386036633,0.4619456826468217,0.43725666094704063,25.9759521484375,True,
sofa,0446,5,1.0000953111933604,0.47090437010795677,0.43954983501033873,26.992156744003296,True,
sofa,0677,2,1.2131210050817485,0.8027667289743318,0.33221898546353146,35.88216710090637,True,
