category,sample_id,seed,width,depth,height,time_seconds,success,error
bed,0342,1,0.8082569216233195,0.6590711253108062,0.43742045033430776,33.29074716567993,True,
bed,0342,3,0.8178704970382625,0.6885254844747412,0.44207091720506997,29.99552345275879,True,
bed,0342,5,0.7958475428236575,0.6695374127643667,0.441331496195537,39.824857234954834,True,
bed,0262,2,0.5406769414334465,0.8933083798664245,0.43160640037301823,24.864866256713867,True,
bed,0262,4,0.5388114497250909,0.8967186428928331,0.4540387301826282,23.66726779937744,True,
bed,0961,1,1.0492557271881673,0.49211408493362785,1.0766766870372355,20.74738121032715,True,
bed,0961,3,1.0785054084478056,0.5832018559105324,1.0947840252070158,20.646495580673218,True,
bed,0961,5,1.1178298269096123,0.5141628771438729,1.1313378430091554,20.713249444961548,True,
bed,0025,2,1.0068280235192497,0.9529822891189021,0.47449059584875314,59.99949908256531,True,
bed,0025,4,1.3126156873076527,1.323906696493026,0.43658438471074307,51.94870138168335,True,
bed,0187,1,0.7722958403216709,0.7809291207369966,0.27969486619100614,32.05242371559143,True,
bed,0187,3,0.7114292432520839,0.7934998323178022,0.2534153483424055,29.867212533950806,True,
bed,0187,5,0.7745891346572522,0.789273531778827,0.26721732005550836,31.22243070602417,True,
bed,0887,2,0.6282374059713198,0.8584088613565661,0.4087005583748653,25.101623058319092,True,
bed,0887,4,0.6285495910860878,0.86306458572169,0.40688142686531614,24.692274808883667,True,
bed,0749,1,0.555344237778387,0.8808088560630407,0.3995395665089384,33.4188711643219,True,
bed,0749,3,0.5845039832463861,0.8481117956033013,0.38984030422569876,38.046515464782715,True,
bed,0749,5,0.5476744526372224,0.8781150247008225,0.3955247385380819,30.08602023124695,True,
bed,0362,2,0.6238559508242583,0.8478944055611808,0.4990588646568457,23.76852512359619,True,
bed,0362,4,0.6387524596612861,0.84591820249001,0.5148568586739286,24.223723649978638,True,
sofa,1506,1,1.0017513722543137,0.41593613149202935,0.43044737402736755,23.54199504852295,True,
sofa,1506,3,1.0030002195445316,0.41791368776241267,0.4302594347179214,26.035538911819458,True,
sofa,1506,5,0.9988448565117667,0.4212244800054784,0.4243810230038255,24.850489854812622,True,
sofa,0525,2,0.9712403143045305,0.5322424964961291,0.4868694663131393,27.584532260894775,True,
sofa,0525,4,0.9599975972017418,0.5432284193418675,0.49502689755058116,28.731123685836792,True,
sofa,1609,1,0.9409339813851181,0.40622932741587814,0.45782079584008334,28.21027183532715,True,
sofa,1609,3,0.9514322921107535,0.42039768010062306,0.48801869425587685,25.337472915649414,True,
sofa,1609,5,0.9446675551668404,0.4176389708011906,0.49949565321526584,25.474655151367188,True,
sofa,0446,2,1.0005780537593947,0.4436144693991369,0.44382099959450144,24.09442710876465,True,
sofa,0446,4,1.001468851216331,0.43857415276673906,0.425657148840189,24.27957248687744,True,
sofa,0677,1,1.22624401711036,0.8173715082674929,0.35045165109642784,36.50287199020386,True,
sofa,0677,3,1.2331795794160536,0.8182585149275081,0.3371957481350254,31.387274265289307,True,
sofa,0677,5,1.2126036320645697,0.8130725956024183,0.31536230677020205,32.14859175682068,True,
sofa,1943,2,1.054297501560761,0.43003521878555984,0.4616006268172056,23.680021286010742,True,
sofa,1943,4,1.0413380918061588,0.4046667304994528,0.43213197773458933,23.369175910949707,True,
sofa,1731,1,0.9276281351824178,0.5579665968617371,0.5974349918821683,38.98598337173462,True,
sofa,1731,3,0.90810484844816,0.5085983850424606,0.5931686613820573,32.726547956466675,True,
sofa,1731,5,0.9151979459167534,0.49883710825154215,0.5638142019984911,33.05414056777954,True,
sofa,1859,2,0.9604282802668016,0.5047522834082994,0.4504617804892912,28.122262954711914,True,
sofa,1859,4,0.9401611125897615,0.49724562916859827,0.447794420378253,29.80274534225464,True,
chair,0134,1,0.6370298844616871,0.9817092859642491,0.45984475973244343,21.963594913482666,True,
chair,0134,3,0.6512169663523675,0.9777814971692111,0.5071048836729808,23.727937936782837,True,
chair,0134,5,0.6438120757793893,0.9660447167543513,0.49115299767127163,22.199220180511475,True,
chair,0434,2,0.5670077998574212,0.6581430781627362,1.041935436805005,31.92175006866455,True,
chair,0434,4,0.5708570909067372,0.6752594081867052,1.038789379906496,31.703312873840332,True,
chair,0479,1,0.5776114569426425,0.6679415379317903,1.0797650215378114,30.595868349075317,True,
chair,0479,3,0.5891267369454056,0.715302207202638,1.0815558827858178,30.01981019973755,True,
chair,0479,5,0.611741417125416,0.7211268907728259,1.1192432219007693,28.56030583381653,True,
chair,2615,2,0.4949588059810146,0.5733882420740474,1.0740999417499464,21.052813291549683,True,
chair,2615,4,0.5120217987005318,0.5661817457644152,1.0544327350859264,21.04512333869934,True,
chair,3275,1,0.6846240029195663,0.6228522258838362,1.0315752390223323,23.97930145263672,True,
chair,3275,3,0.6541660362457259,0.6281599670308262,1.022807371917172,22.285260677337646,True,
chair,3275,5,0.6748862631715375,0.6305412312556049,1.0047341275330042,21.41322135925293,True,
chair,0265,2,0.5940909643859924,0.6536246488475355,1.003511949719008,28.78118395805359,True,
