category,sample_id,seed,width,depth,height,time_seconds,success,error
bed,0342,42,0.774341905358195,0.6980483085192017,0.4216312901799917,20.85861849784851,True,
bed,0961,42,1.0787420759061819,0.5079124390806344,1.076994815015084,7.912973642349243,True,
bed,0187,42,0.8023308937472182,0.766971380749635,0.2666275013749378,15.071488857269287,True,
bed,0749,42,0.5839139603307737,0.8571299121182208,0.4305687330040745,16.475435972213745,True,
sofa,1506,42,0.9826889655335864,0.4143609727097198,0.4287628964551743,9.952089309692383,True,
sofa,1609,42,0.9644531123324174,0.42494954555928555,0.464250465082478,11.438053846359253,True,
sofa,0677,42,1.1825847853110356,1.1597119493812293,0.32421044697739604,22.465900182724,True,
sofa,1731,42,0.9290804272950536,0.5151755227439765,0.6011223814159652,15.390355348587036,True,
chair,0134,42,0.47596753212188697,0.9927988476944738,0.6563887515158927,9.211049556732178,True,
chair,0479,42,0.5651251283057108,0.629860365808084,1.0611019101749664,12.911877632141113,True,
chair,3275,42,0.6980365986798207,0.7020134271119647,0.9943369063683414,8.524119853973389,True,
chair,3346,42,0.9469839883232043,0.9006192748386423,1.0238792287342324,25.748169660568237,True,
table,0106,42,0.6056689685190283,0.6508385714200251,0.7869936934536851,9.088999509811401,True,
table,1733,42,0.788799072420156,0.7464403532850712,0.8220276731213991,14.70514178276062,True,
table,0845,42,0.5108038282244189,0.7138611464048092,0.8377268806273375,14.09370493888855,True,
table,0072,42,0.6105405941911755,0.3715208830560779,0.818950630370344,13.301273822784424,True,
desk,0005,42,0.9077017112541174,0.6566687450928286,0.7038667457086352,10.570167303085327,True,
desk,0584,42,0.4409903770881527,0.8749249242177735,1.0001328385243862,14.73237156867981,True,
desk,0231,42,0.9667716036324909,0.6176218618571069,0.588929607407801,11.67107081413269,True,
bookcase,0007,42,0.380214793680234,0.17246480008900245,0.9888658421439384,8.259550094604492,True,
bookcase,0292,42,0.20944264161206974,0.14714537037860587,1.0023379711821323,5.7431817054748535,True,
bookcase,0331,42,0.426203633812613,0.1367263302648133,1.0014792647439075,8.125350952148438,True,
wardrobe,0046,42,0.4507532448648818,0.25806161184796095,1.0004011235848485,11.150834798812866,True,
wardrobe,0142,42,0.7550658648664161,0.33882320939301025,0.9849499409874642,17.317036390304565,True,
wardrobe,0214,42,0.8256412575099468,0.31151480058625397,0.9998330937368862,16.933990716934204,True,
bed,0262,42,0.5430206210008826,0.8735046525356831,0.43996817457775106,13.227179765701294,True,
bed,0025,42,1.1102200884049778,1.114668703150031,0.44855729562645347,22.92572832107544,True,
bed,0887,42,0.6475509938457811,0.8700639407338633,0.3860436679328052,10.277510643005371,True,
bed,0362,42,0.6651734575139044,0.8490918506551415,0.5198900033084369,9.898125648498535,True,
sofa,0525,42,0.965424483543958,0.5167046327541375,0.4708067629643021,13.69674301147461,True,
sofa,0446,42,1.000638536418933,0.3984427651342267,0.39955359721862604,11.425878286361694,True,
sofa,1943,42,1.0506822205662179,0.408371284725658,0.44481607059918815,10.41953182220459,True,
sofa,1859,42,0.9657080388574076,0.4931389657995009,0.4548327470247979,12.894481420516968,True,
chair,0434,42,0.5450649816007219,0.6243757720375503,1.0258117946627605,15.623451471328735,True,
chair,2615,42,0.5056384006449871,0.5598131706524696,1.0704645442676837,8.719091653823853,True,
chair,0265,42,0.5835286011391585,0.6483189178381576,0.9795841025969547,13.687699794769287,True,
chair,2337,42,0.577075188376166,0.6467034288028147,1.0786529127340998,6.778425455093384,True,
table,1074,42,0.6738031685895418,0.6467399704189611,0.5031551624023953,14.384260416030884,True,
table,0616,42,1.0647865341006622,0.6894357192681613,1.066485864715038,20.280457019805908,True,
table,1280,42,0.6992782829647679,0.7848454342191378,0.8445780103894496,12.380705833435059,True,
table,0128,42,0.8989116044258305,0.9765643722518563,1.0395362075318444,19.197428226470947,True,
desk,0103,42,1.2563528657061067,0.2336413367900278,0.6681062735822276,14.06798243522644,True,
desk,0033,42,0.2592412905335014,0.9439937115489019,0.5221533159344263,7.443634510040283,True,
desk,0679,42,1.0098148877103328,0.4332520323904473,0.8135671275518657,6.927839994430542,True,
bookcase,0229,42,0.5265639667620523,0.19005432678518583,0.9522967650910783,8.274693727493286,True,
bookcase,0339,42,0.6782776231847472,0.2344357618118143,0.8888878202958166,13.988374948501587,True,
bookcase,0187,42,0.4920583819263835,0.17642260230997733,1.000922547261232,9.310734272003174,True,
wardrobe,0234,42,0.6234759183504515,0.32690150600826606,0.9723148357422936,17.321523904800415,True,
wardrobe,0102,42,0.4529644414744364,0.2434994006525291,1.0009607884418588,10.862967014312744,True,
wardrobe,0126,42,0.7549921450065241,0.3393939071269534,0.9873462622605366,18.04213786125183,True,
