category,sample_id,seed,width,depth,height,time_seconds,success,error
bed,0342,42,0.7719564729461834,0.6971947430289491,0.4333809221694895,42.19299125671387,True,
bed,0961,42,1.147766636492896,0.5667264445937426,1.1433713916922876,20.203299283981323,True,
bed,0187,42,0.7759931766372821,0.7456294062745493,0.2766439723035587,32.70900583267212,True,
bed,0749,42,0.5877070159517772,0.8537854228643331,0.4341104438629748,36.409658670425415,True,
sofa,1506,42,0.998336935329978,0.4142501646787269,0.43426989108477787,25.077293634414673,True,
sofa,1609,42,0.959003063080347,0.4236466948027494,0.4577029837160602,26.96616506576538,True,
sofa,0677,42,1.2220316681126002,0.8182691408905365,0.3305534232070473,36.49766135215759,True,
sofa,1731,42,0.9306623467758426,0.5055423268024374,0.5683213630700428,32.46788263320923,True,
chair,0134,42,0.6490388235919659,0.9908905161167345,0.47806745854426597,22.440012216567993,True,
chair,0479,42,0.5758239302960151,0.6626690926919532,1.0830798042457261,27.045868635177612,True,
chair,3275,42,0.6895361448788877,0.6669746258958151,1.013432792037333,21.163777351379395,True,
chair,3346,42,0.9397758368275415,0.885229859339832,1.0072175603947793,55.288482666015625,True,
table,0106,42,0.5638027701867694,0.5126608731660047,0.7276233666083313,21.998364448547363,True,
table,1733,42,0.77422718867812,0.8097186349978627,0.7349674612066603,34.4335823059082,True,
table,0845,42,0.5082236400611648,0.7123963036074639,0.8270860805061047,31.508312225341797,True,
table,0072,42,0.5959967066378071,0.3685769398037911,0.8045202050719555,28.222490310668945,True,
desk,0005,42,0.9047924183713375,0.6503894868635407,0.6988507317943393,24.972080945968628,True,
desk,0584,42,0.45234058492631124,0.8968101737567735,1.020067077609736,34.783297538757324,True,
desk,0231,42,0.9672829060501162,0.5669155983658279,0.530765681762288,27.951798677444458,True,
bookcase,0007,42,0.38456730705823017,0.17195778010528767,0.9963541981035009,22.175719022750854,True,
bookcase,0292,42,0.20767282527786446,0.14247875900003534,1.0053805137906817,18.5742769241333,True,
bookcase,0331,42,0.42352163451249725,0.14097076271505593,0.9999173767305805,21.273660898208618,True,
wardrobe,0046,42,0.44003248851138793,0.2521282261818284,0.9753265219329869,27.454049825668335,True,
wardrobe,0142,42,0.7516380550435862,0.3456832511383713,0.9893463938793265,37.09648847579956,True,
wardrobe,0214,42,0.8168946599455869,0.3066187970279527,1.000880623877768,40.27395176887512,True,
bed,0262,42,0.5385032331179638,0.8836873038881392,0.446862287467244,26.52082133293152,True,
bed,0025,42,1.005142280136242,0.9813352975748911,0.4458078219860629,46.761232137680054,True,
bed,0887,42,0.6429998634118852,0.8578808378512204,0.3837591331238582,25.47339153289795,True,
bed,0362,42,0.6636375555531938,0.8428754467636759,0.5107954939391097,23.971125841140747,True,
sofa,0525,42,0.968853772532263,0.5180902560809144,0.47270777727801394,29.574397802352905,True,
sofa,0446,42,1.000667280307418,0.4038076871115112,0.40804195159402235,25.259299516677856,True,
sofa,1943,42,1.0520406450883044,0.39476950220920093,0.43720015981945237,23.680307865142822,True,
sofa,1859,42,0.9636203050182932,0.4928965857138816,0.44999905283103814,28.833231449127197,True,
chair,0434,42,0.5677982500608252,0.6321100553203591,1.040423528892312,29.52877163887024,True,
chair,2615,42,0.5123655140572445,0.5609347544036607,1.0813636417444625,20.407137632369995,True,
chair,0265,42,0.6008688730027794,0.6892893406742795,1.0128526218521152,28.180706024169922,True,
chair,2337,42,0.5943007370431026,0.6716713239261312,1.1020436266469371,19.54759979248047,True,
table,1074,42,0.7191874235005453,0.6780760014970761,0.5118326287277026,27.680027961730957,True,
table,0616,42,0.8188636643451153,0.6749671636618857,0.8176933680324566,48.00554060935974,True,
table,1280,42,0.6762627161614414,0.8631974336026244,0.8637207632614416,31.751882791519165,True,
table,0128,42,0.8552100530720373,0.7032072770978964,0.8449525045418881,39.41684150695801,True,
desk,0103,42,0.6430172922496258,0.23305760893347804,1.2562400402323743,25.80679965019226,True,
desk,0033,42,0.2561557798400641,0.9401056631397282,0.5238919969111244,20.430747270584106,True,
desk,0679,42,1.0014777868974145,0.44729536564832945,0.8100887940409718,19.529402494430542,True,
bookcase,0229,42,0.5214292738828303,0.1883206501301023,0.9435534612924685,20.915035009384155,True,
bookcase,0339,42,0.6835911610264642,0.23493966038559833,0.8980415679822968,31.39539933204651,True,
bookcase,0187,42,0.48890370174849507,0.1741676883597313,1.0017267032837176,22.78848910331726,True,
wardrobe,0234,42,0.6244090626200212,0.310456337707244,0.9867357879968828,37.6412456035614,True,
wardrobe,0102,42,0.4524600198937466,0.2358279574312419,1.0057536243754241,25.32088327407837,True,
wardrobe,0126,42,0.7580020184841405,0.31692961707616524,0.996687959094709,35.91977548599243,True,
